#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-21T18:45:29 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ614a279d1ddc26	
#INFO	-out.max=unlimited	
#INFO	queryParameters=26	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-out.add=_RA*-c.eq,_DE*-c.eq
#-sort=_r
#-order=I
#-out.src=V/53A/catalog,V/53A/names
#-nav=cat:V/53A&tab:{V/53A/catalog}&tab:{V/53A/names}&key:source=V/53A&HTTPPRM:&&-ref=VIZ614a279d1ddc26&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-out.add=_RA*-c.eq,_DE*-c.eq&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HR&-ignore=HR_data=*&HR_data=HR_data&-out=Const&-out=RA2000&-out=DE2000&-out=ELON&-out=ELAT&-out=GLON&-out=GLAT&HIP_data=HIP_data&-out=Dist&-out=Vmag&-out=SpType&Simbad=Simbad&-out=Name&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=V/53A/catalog,V/53A/names
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/53A/catalog V/53A/names
#-out=HR
#-out=Const
#-out=RA2000
#-out=DE2000
#-out=ELON
#-out=ELAT
#-out=GLON
#-out=GLAT
#-out=Dist
#-out=Vmag
#-out=SpType
#-out=Name
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_5053
#Name: V/53A
#Title: Catalogue of the Brightest Stars (Ochsenbein+ 1988)
#Table	V_53A_catalog:
#Name: V/53A/catalog
#Title: The Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ "Bright Star" catalog <V/50>	[ucd=]
#Column	Const	(A3)	Constellation (3 characters)	[ucd=]
#Column	RA2000	(A10)	Right Ascension 2000 (hours)	[ucd=pos.eq.ra;meta.main]
#Column	DE2000	(A9)	Declination 2000 (degrees)	[ucd=pos.eq.dec;meta.main]
#Column	ELON	(F6.2)	Ecliptic longitude, J2000	[ucd=]
#Column	ELAT	(F6.2)	Ecliptic latitude, J2000	[ucd=]
#Column	GLON	(F6.2)	Galactic longitude	[ucd=]
#Column	GLAT	(F6.2)	Galactic latitude	[ucd=]
#Column	Dist	(I5)	Distance of star in light-years (5)	[ucd=]
#Column	Vmag	(F5.2)	[-1.46/5.03] Visual magnitude (magnitude visuelle)	[ucd=]
#Column	SpType	(a19)	MK Spectral Type	[ucd=]
_RAJ2000	_DEJ2000	HR	Const	RA2000	DE2000	ELON	ELAT	GLON	GLAT	Dist	Vmag	SpType
119.214583	-22.880278	3102	Pup	07 56 51.5	-22 52 49	127.64	-42.58	240.64	  3.07	  543	 4.20	F7II
119.417083	-30.334444	3113	   	07 57 40.1	-30 20 04	130.93	-49.68	247.10	 -0.65	  123	 4.79	A2Vv
119.194583	-52.982222	3117	Car	07 56 46.7	-52 58 56	150.73	-70.33	266.68	-12.32	  407	 3.47	B3IVp
119.933750	 -3.679722	3122	Mon	07 59 44.1	-03 40 47	122.96	-23.76	224.24	 13.39	  250	 4.93	K2III
119.559583	-49.245000	3129	   	07 58 14.3	-49 14 42	145.70	-67.06	263.48	-10.28	 1463	 4.41	B1Vp+B3IV:
119.966667	-18.399444	3131	   	07 59 52.0	-18 23 58	127.01	-38.07	237.16	  6.00	  250	 4.61	A2Vn
120.305000	 -1.392500	3141	Mon	08 01 13.2	-01 23 33	122.82	-21.45	222.35	 14.81	  543	 4.67	K4III
120.566250	 +2.334444	3145	   	08 02 15.9	+02 20 04	122.24	-17.75	219.07	 16.80	  271	 4.38	K2III
120.879167	+27.794167	3149	Gem	08 03 31.0	+27 47 39	117.24	  7.23	193.90	 27.14	  271	 4.94	K2III
120.083333	-63.567500	3159	   	08 00 20.0	-63 34 03	180.72	-77.11	276.55	-16.92	  543	 4.82	B3V
120.895833	-40.003056	3165	Pup	08 03 35.0	-40 00 11	138.55	-58.35	255.98	 -4.71	 1334	 2.25	O5Iaf
122.114167	+51.506667	3173	Lyn	08 08 27.4	+51 30 24	112.60	 30.56	167.19	 32.65	  232	 4.84	A2V
121.885833	-24.304167	3185	Pup	08 07 32.6	-24 18 15	131.39	-43.27	243.15	  4.40	   63	 2.81	F6IIpdeltaDel
122.148333	 -2.983889	3188	Mon	08 08 35.6	-02 59 02	125.14	-22.59	224.72	 15.66	  878	 4.33	G2Ib
122.256250	-19.245000	3192	Pup	08 09 01.5	-19 14 42	129.96	-38.32	239.04	  7.40	  543	 4.40	B5IV
122.371667	-47.345556	3206	Vel	08 09 29.2	-47 20 44	147.34	-64.48	262.81	 -7.70	 1280	 4.27	B1IV
122.382917	-47.336667	3207	Vel	08 09 31.9	-47 20 12	147.35	-64.46	262.80	 -7.69	 1195	 1.83	WC8+O7.5e
122.817500	-12.926944	3211	Pup	08 11 16.2	-12 55 37	128.57	-32.08	233.89	 11.19	  191	 4.72	G9III-IIIb
122.252917	-61.301944	3220	   	08 09 00.7	-61 18 07	174.72	-75.09	274.97	-14.95	   70	 4.76	F5V
121.982917	-68.617222	3223	Vol	08 07 55.9	-68 37 02	204.17	-77.78	281.62	-18.56	  469	 4.35	B6IV
122.839583	-39.618611	3225	   	08 11 21.5	-39 37 07	140.84	-57.40	256.45	 -3.24	 1672	 4.42	K3Ib
122.857917	-42.987222	3226	   	08 11 25.9	-42 59 14	143.60	-60.46	259.29	 -5.06	 2265	 4.75	A5Ib
123.332917	-15.788333	3229	Pup	08 13 19.9	-15 47 18	130.03	-34.71	236.63	 10.11	  648	 5.01	G5II
123.372917	-35.899722	3237	   	08 13 29.5	-35 53 59	139.00	-53.81	253.58	 -0.84	 1292	 4.77	B1.5IIIe
123.511667	-40.348056	3243	   	08 14 02.8	-40 20 53	142.28	-57.86	257.35	 -3.21	  326	 4.44	K1II-III
124.128750	 +9.185556	3249	Cnc	08 16 30.9	+09 11 08	124.26	-10.29	214.25	 23.05	  296	 3.54	K4IIIBa0.5
124.638750	-36.659444	3270	   	08 18 33.3	-36 39 34	141.09	-54.13	254.78	 -0.42	   93	 4.45	A7III
125.708750	+43.188056	3275	Lyn	08 22 50.1	+43 11 17	117.56	 23.11	177.39	 34.34	  407	 4.25	K4.5III-IIIb
125.345833	-33.054444	3282	   	08 21 23.0	-33 03 16	139.76	-50.57	252.13	  2.10	  704	 4.83	K3II
125.631250	-48.490278	3294	   	08 22 31.5	-48 29 25	153.04	-64.33	264.98	 -6.50	 1206	 4.82	B1V
125.628333	-59.509444	3307	Car	08 22 30.8	-59 30 34	173.13	-72.68	274.29	-12.60	  150	 1.86	K3III+B2:V
126.415000	 -3.906389	3314	   	08 25 39.6	-03 54 23	129.85	-22.45	227.78	 18.89	  125	 3.90	A0V
124.632083	-76.919722	3318	Cha	08 18 31.7	-76 55 11	239.30	-75.41	289.86	-21.68	   63	 4.07	F5III
127.565833	+60.718056	3323	UMa	08 30 15.8	+60 43 05	113.00	 40.24	155.97	 35.43	  191	 3.42	G5III
125.161250	-77.484444	3340	Cha	08 20 38.7	-77 29 04	241.07	-75.05	290.46	-21.84	  155	 4.35	K1III
126.434583	-66.136944	3347	Vol	08 25 44.3	-66 08 13	195.17	-75.59	280.26	-15.84	  108	 3.77	K1III
127.364583	-44.725000	3359	   	08 29 27.5	-44 43 30	151.08	-60.49	262.57	 -3.36	  751	 4.99	B2IV
130.053750	+64.328056	3403	UMa	08 40 12.9	+64 19 41	112.81	 44.03	151.36	 35.96	  271	 4.61	K1IIIbCN-0.5
129.413750	 +5.703611	3410	Hya	08 37 39.3	+05 42 13	130.30	-12.39	220.26	 26.18	  181	 4.17	A1Vnn
128.831667	-58.009167	3414	   	08 35 19.6	-58 00 33	172.92	-70.44	273.97	-10.38	  232	 4.86	K0III
129.689167	 +3.341389	3418	Hya	08 38 45.4	+03 20 29	131.21	-14.60	222.71	 25.31	  362	 4.43	K2III
129.410833	-42.989167	3426	   	08 37 38.6	-42 59 21	151.97	-58.26	262.05	 -1.14	  723	 4.14	A6II
130.005833	-12.475556	3431	Hya	08 40 01.4	-12 28 32	136.28	-29.72	237.40	 17.34	  465	 4.98	K4III
129.927083	-29.561111	3433	Pyx	08 39 42.5	-29 33 40	143.32	-45.89	251.59	  7.31	  250	 4.89	G4III
130.025833	-35.308056	3438	Pyx	08 40 06.2	-35 18 29	146.80	-51.16	256.24	  3.90	  407	 3.98	G7Ib-II
130.430000	-15.943333	3441	Hya	08 41 43.2	-15 56 36	137.96	-32.90	240.63	 15.71	  217	 4.88	G9.5III
130.156667	-46.648611	3445	   	08 40 37.6	-46 38 55	156.54	-61.15	265.28	 -2.95	 8521	 3.81	F3Ia
130.073333	-52.921944	3447	Vel	08 40 17.6	-52 55 19	164.73	-66.28	270.25	 -6.80	  543	 3.60	B3IV
130.821250	+21.468333	3449	Cnc	08 43 17.1	+21 28 06	127.54	  3.19	204.17	 33.73	  163	 4.66	A1IV
130.304167	-47.316944	3452	   	08 41 13.0	-47 19 01	157.47	-61.66	265.87	 -3.27	 1012	 4.77	A5II
130.805833	 +3.398611	3454	Hya	08 43 13.4	+03 23 55	132.30	-14.25	223.25	 26.32	  543	 4.30	B3V
130.154167	-59.761111	3457	   	08 40 37.0	-59 45 40	178.32	-71.04	275.82	-10.86	  911	 4.33	B1.5III
130.918333	 -7.233611	3459	   	08 43 40.4	-07 14 01	135.54	-24.44	233.29	 20.97	 2265	 4.62	G1Ib
131.170833	+18.154167	3461	Cnc	08 44 41.0	+18 09 15	128.72	  0.08	208.02	 32.90	  141	 3.94	K0III-IIIb
130.605833	-53.113889	3467	   	08 42 25.4	-53 06 50	165.65	-66.22	270.60	 -6.66	  543	 4.86	B3IV
130.897917	-33.186389	3468	Pyx	08 43 35.5	-33 11 11	146.50	-48.92	254.99	  5.77	  862	 3.68	B1.5III
131.674167	+28.760000	3475	Cnc	08 46 41.8	+28 45 36	126.35	 10.43	195.88	 36.54	  326	 4.02	G7.5IIIaBa0.1
131.099583	-42.649167	3477	   	08 44 23.9	-42 38 57	153.69	-57.36	262.54	  0.05	  232	 4.07	G5III
131.693750	 +6.418889	3482	Hya	08 46 46.5	+06 25 08	132.34	-11.10	220.72	 28.53	  135	 3.38	G5III
131.593750	-13.547778	3484	Hya	08 46 22.5	-13 32 52	138.36	-30.27	239.25	 18.01	  232	 4.32	G8IIIbCN-0.5
131.175833	-54.708333	3485	Vel	08 44 42.2	-54 42 30	168.95	-67.20	272.08	 -7.37	   81	 1.96	A1V
131.507083	-46.041667	3487	   	08 46 01.7	-46 02 30	157.50	-60.14	265.38	 -1.84	  831	 3.91	A1III
132.107917	 +5.837778	3492	Hya	08 48 25.9	+05 50 16	132.91	-11.55	221.52	 28.62	  362	 4.37	A0Vn
131.677917	-56.769722	3498	   	08 46 42.7	-56 46 11	173.30	-68.48	273.90	 -8.41	  448	 4.49	B3Vne
132.632917	-27.710000	3518	Pyx	08 50 31.9	-27 42 36	145.47	-43.29	251.57	 10.33	  217	 4.01	K3III
132.448750	-45.307778	3520	   	08 49 47.7	-45 18 28	157.84	-59.17	265.22	 -0.86	  221	 4.93	A2III
133.848333	 +5.945556	3547	Hya	08 55 23.6	+05 56 44	134.58	-10.97	222.34	 30.20	  155	 3.10	G9II-III
133.881250	-27.681944	3556	Pyx	08 55 31.5	-27 40 55	146.86	-42.85	252.25	 11.21	  232	 4.89	A3IV
134.801667	+48.041667	3569	UMa	08 59 12.4	+48 02 30	122.80	 29.58	171.51	 40.84	   47	 3.14	A7IV
133.761667	-60.644444	3571	   	08 55 02.8	-60 38 40	183.69	-70.14	277.65	 -9.98	  326	 3.84	B8-9II
134.621667	+11.857778	3572	Cnc	08 58 29.2	+11 51 28	133.64	 -5.08	216.51	 33.52	  181	 4.26	A5m
134.080833	-52.723611	3574	   	08 56 19.4	-52 43 25	168.90	-64.57	271.62	 -4.79	  407	 4.69	B5V
135.636250	+67.629722	3576	UMa	09 02 32.7	+67 37 47	113.97	 47.95	146.63	 37.23	  296	 4.76	M3III-IIIbCa1
135.159583	+41.782778	3579	   	09 00 38.3	+41 46 58	125.28	 23.71	179.80	 41.19	   54	 3.97	F5V
134.242917	-59.229444	3582	   	08 56 58.3	-59 13 46	180.89	-69.08	276.70	 -8.90	  804	 4.92	B2IV-V
135.022500	-41.253889	3591	   	09 00 05.4	-41 15 14	157.04	-54.72	263.33	  3.18	  203	 4.45	G8-K1III+A
135.906250	+47.156667	3594	UMa	09 03 37.5	+47 09 24	123.94	 28.98	172.63	 41.63	  465	 3.60	A1Vn
136.632083	+38.452222	3612	   	09 06 31.7	+38 27 08	127.54	 20.89	184.33	 42.15	 1223	 4.58	G7Ib-II
136.492917	 +5.092222	3613	Hya	09 05 58.3	+05 05 32	137.39	-11.03	224.69	 32.11	  480	 4.89	K2II-III
136.038333	-47.097778	3614	   	09 04 09.2	-47 05 52	163.82	-59.32	268.20	 -0.14	  326	 3.75	K2III
135.612083	-66.396111	3615	Vol	09 02 26.9	-66 23 46	200.59	-72.20	282.71	-13.00	  125	 4.00	A2-3IVm
137.596250	+67.134444	3616	UMa	09 10 23.1	+67 08 04	115.30	 47.83	146.87	 38.11	   67	 4.81	F6IV
137.217500	+51.604444	3619	UMa	09 08 52.2	+51 36 16	123.12	 33.45	166.57	 42.02	   95	 4.48	Am
137.729167	+63.513611	3624	UMa	09 10 55.0	+63 30 49	117.60	 44.58	151.21	 39.42	  125	 4.67	Am
137.011667	-25.858333	3628	Pyx	09 08 02.8	-25 51 30	149.39	-40.11	252.64	 14.52	  543	 4.56	K4III
136.998750	-43.432500	3634	Vel	09 07 59.7	-43 25 57	161.19	-55.87	265.94	  2.82	   67	 2.21	K4Ib-II
136.410000	-70.538611	3642	   	09 05 38.4	-70 32 19	214.25	-73.03	286.19	-15.43	  936	 4.57	B2IVe
136.288750	-72.602778	3643	   	09 05 09.3	-72 36 10	221.32	-73.28	287.83	-16.77	  465	 4.48	F9II
137.767917	-44.867778	3654	   	09 11 04.3	-44 52 04	163.40	-56.80	267.36	  2.25	 5232	 5.00	B5Ia
137.741250	-58.966944	3659	   	09 10 57.9	-58 58 01	183.41	-67.53	277.69	 -7.37	  465	 3.45	B2IV-V
139.047083	+54.021667	3662	UMa	09 16 11.3	+54 01 18	123.31	 36.11	163.08	 42.66	  120	 4.84	A5V
137.819583	-62.317222	3663	   	09 11 16.7	-62 19 02	190.86	-69.48	280.22	 -9.61	  543	 3.98	B3III
138.590833	 +2.314167	3665	Hya	09 14 21.8	+02 18 51	140.29	-13.05	228.77	 32.53	  130	 3.88	B9.5V
138.902917	-38.570000	3682	   	09 15 36.7	-38 34 12	159.22	-50.94	263.35	  7.19	  232	 4.94	K0III
138.937917	-37.413333	3684	   	09 15 45.1	-37 24 48	158.41	-49.90	262.52	  8.00	  171	 4.62	F5III
138.300417	-69.717222	3685	Car	09 13 12.1	-69 43 02	211.97	-72.24	285.98	-14.41	  112	 1.69	A2IV
139.710833	+36.802500	3690	Lyn	09 18 50.6	+36 48 09	130.57	 20.10	186.81	 44.47	  125	 3.82	A3V
139.050833	-57.541111	3696	   	09 16 12.2	-57 32 28	181.83	-66.07	277.12	 -5.89	  543	 4.34	M1III
139.272500	-59.275278	3699	Car	09 17 05.4	-59 16 31	185.33	-67.12	278.46	 -7.01	  827	 2.25	A8Ib
140.263333	+34.392500	3705	Lyn	09 21 03.2	+34 23 33	131.84	 17.96	190.24	 44.73	  232	 3.14	K7IIIab
139.942917	-11.975000	3706	Hya	09 19 46.3	-11 58 30	146.53	-26.15	243.10	 25.49	  326	 4.81	G8III
140.120417	 -9.555833	3709	Hya	09 20 28.9	-09 33 21	145.81	-23.82	241.08	 27.11	  250	 4.79	G8III-IV+F5V
140.373333	-25.965556	3718	Pyx	09 21 29.6	-25 57 56	153.06	-39.03	254.81	 16.72	  543	 4.72	M1III
140.237917	-62.404722	3728	   	09 20 57.1	-62 24 17	192.77	-68.59	281.06	 -8.85	  232	 4.81	G6III
141.163333	+26.182222	3731	Leo	09 24 39.2	+26 10 56	135.30	 10.43	201.76	 44.13	  217	 4.46	K2III
140.800417	-28.833889	3733	Pyx	09 23 12.1	-28 50 02	155.03	-41.51	257.26	 15.04	  191	 4.68	G8.5IIICN-1.5*
140.528333	-55.010556	3734	Vel	09 22 06.8	-55 00 38	178.89	-63.72	275.88	 -3.54	  543	 2.50	B2IV-V
141.896667	 -8.658611	3748	Hya	09 27 35.2	-08 39 31	147.28	-22.38	241.49	 29.05	  181	 1.97	K3II-III
141.826250	-22.343889	3749	   	09 27 18.3	-22 20 38	152.83	-35.18	252.94	 20.14	  181	 4.68	K3III
144.271667	+81.326389	3751	   	09 37 05.2	+81 19 35	104.48	 60.69	130.65	 32.65	  182	 4.30	K3III
142.882083	+63.061944	3757	UMa	09 31 31.7	+63 03 43	120.82	 45.17	150.64	 41.74	   75	 3.67	F0IV
142.286667	 -2.768889	3759	Hya	09 29 08.8	-02 46 08	145.58	-16.70	236.23	 32.86	   56	 4.61	F6V
142.311250	-35.951667	3765	Ant	09 29 14.7	-35 57 06	161.00	-47.35	263.39	 10.96	  354	 4.51	K3IIIa
143.620000	+69.830278	3771	UMa	09 34 28.8	+69 49 49	116.33	 51.25	142.55	 38.93	  108	 4.57	G4III-IV
142.929583	+22.967778	3773	Leo	09 31 43.1	+22 58 04	137.87	  7.89	206.69	 44.86	  362	 4.31	K5III
143.213750	+51.677222	3775	UMa	09 32 51.3	+51 40 38	127.26	 34.90	165.45	 45.66	   44	 3.18	F6IV
142.986250	+11.299722	3782	Leo	09 31 56.7	+11 17 59	141.65	 -3.16	221.56	 40.68	  250	 4.97	K0III-IIIb
142.674583	-40.466667	3786	Vel	09 30 41.9	-40 28 00	164.74	-51.16	266.78	  7.91	   61	 3.60	F3IV+F0IV
142.995417	 -1.184722	3787	Hya	09 31 58.9	-01 11 05	145.74	-14.97	235.15	 34.34	  465	 4.57	A3V
143.705833	+52.051389	3799	UMa	09 34 49.4	+52 03 05	127.43	 35.36	164.83	 45.85	  271	 4.51	A2V
143.555417	+36.397500	3800	LMi	09 34 13.3	+36 23 51	133.82	 20.75	187.61	 47.53	  181	 4.55	G8.5III
142.805417	-57.034444	3803	   	09 31 13.3	-57 02 04	184.21	-64.24	278.21	 -4.11	  250	 3.13	K5III
143.765833	+39.621389	3809	   	09 35 03.8	+39 37 17	132.78	 23.83	182.83	 47.71	  232	 4.81	K0III
143.610833	-59.229444	3825	   	09 34 26.6	-59 13 46	188.74	-65.37	280.02	 -5.43	 1280	 4.09	B5II
144.302500	 +6.835833	3827	Leo	09 37 12.6	+06 50 09	144.32	 -6.96	227.52	 39.73	  232	 5.00	K1IIIv
144.613333	 +4.649167	3834	   	09 38 27.2	+04 38 57	145.34	 -8.93	230.16	 38.88	  296	 4.68	K3III
144.207083	-49.355000	3836	   	09 36 49.7	-49 21 18	174.84	-57.96	273.64	  2.12	  108	 4.35	A5IV-V
144.963750	 -1.142778	3845	Hya	09 39 51.3	-01 08 34	147.64	-14.28	236.49	 35.98	  296	 3.91	K2.5III-IIIbBa0.3
145.287500	 +9.892222	3852	Leo	09 41 09.0	+09 53 32	144.25	 -3.76	224.60	 42.06	  135	 3.52	A5V+F6II
144.837500	-61.328056	3856	   	09 39 21.0	-61 19 41	193.68	-66.19	281.89	 -6.57	  232	 4.53	B9IV-V
145.320417	-23.591667	3858	   	09 41 16.9	-23 35 30	157.04	-35.07	256.29	 21.60	  543	 4.76	B6Ve
145.560000	-23.915556	3862	   	09 42 14.4	-23 54 56	157.45	-35.28	256.70	 21.53	   48	 4.91	F9IV
146.050417	-27.769444	3871	Ant	09 44 12.1	-27 46 10	159.94	-38.61	259.89	 19.06	  407	 4.79	A8V+F7II-III
146.462500	+23.774167	3873	Leo	09 45 51.0	+23 46 27	140.70	  9.72	206.82	 48.21	  250	 2.98	G1II
146.311667	-62.507778	3884	   	09 45 14.8	-62 30 28	197.07	-66.31	283.20	 -7.00	 2183	 3.69	G5Iab-Ib
147.747083	+59.038611	3888	UMa	09 50 59.3	+59 02 19	126.27	 42.65	154.31	 45.58	  116	 3.81	F2IV
146.775417	-65.071667	3890	Car	09 47 06.1	-65 04 18	202.89	-67.50	285.04	 -8.82	  976	 2.96	A8Ib
148.026250	+54.064167	3894	UMa	09 52 06.3	+54 03 51	129.35	 38.26	160.87	 47.70	  465	 4.60	A3IV
147.869167	-14.846667	3903	Hya	09 51 28.6	-14 50 48	155.69	-26.08	251.23	 29.44	  296	 4.11	G7-III-IIIb
148.190833	+26.006944	3905	Leo	09 52 45.8	+26 00 25	141.43	 12.35	204.05	 50.25	  135	 3.88	K2IIIbCN1Ca1Ba-1
147.919583	-46.547778	3912	   	09 51 40.7	-46 32 52	175.45	-54.23	273.70	  5.87	 1687	 4.58	G5Ib
148.550833	-25.931944	3919	   	09 54 12.2	-25 55 55	161.51	-36.01	260.31	 21.92	  362	 4.88	K3III
148.717083	-19.009444	3923	   	09 54 52.1	-19 00 34	158.34	-29.61	255.24	 27.09	  461	 4.94	M1III
149.215417	-54.567778	3940	Vel	09 56 51.7	-54 34 04	185.95	-59.95	279.35	  0.11	 2244	 3.53	B5Ib
150.052917	 +8.044167	3950	Leo	10 00 12.7	+08 02 39	149.31	 -3.91	230.01	 45.26	  543	 4.70	M2IIIab
151.280833	-13.064722	3970	Hya	10 05 07.4	-13 03 53	158.32	-23.18	252.46	 33.06	  296	 4.59	B9III-IV
151.857083	+35.244722	3974	LMi	10 07 25.7	+35 14 41	141.01	 22.10	189.47	 54.26	   93	 4.49	A7V
151.832917	+16.762500	3975	Leo	10 07 19.9	+16 45 45	147.91	  4.87	219.53	 50.75	 1711	 3.41	A0Ib
151.975833	 +9.997500	3980	Leo	10 07 54.2	+09 59 51	150.41	 -1.42	228.95	 47.89	  296	 4.38	K3.5IIIbFe-I
151.984167	 -0.371667	3981	Sex	10 07 56.2	-00 22 18	154.12	-11.12	241.11	 42.07	  296	 4.50	A0III
152.092917	+11.967222	3982	Leo	10 08 22.3	+11 58 02	149.83	  0.46	226.43	 48.94	   77	 1.35	B7V
152.234167	-51.811111	3990	   	10 08 56.2	-51 48 40	185.05	-56.69	279.15	  3.40	  672	 4.87	B3IV
152.646667	-12.354167	3994	Hya	10 10 35.2	-12 21 15	159.37	-22.01	253.01	 34.50	  116	 3.61	K0IIICN1
153.683750	-42.121944	4023	   	10 14 44.1	-42 07 19	177.00	-48.26	274.33	 11.88	  105	 3.85	A2V
154.172083	+23.417222	4031	Leo	10 16 41.3	+23 25 02	147.57	 11.86	210.23	 54.95	  271	 3.41	F0III
154.273750	+42.914444	4033	UMa	10 17 05.7	+42 54 52	139.55	 29.89	175.87	 55.09	  135	 3.45	A2IV
153.434583	-70.037778	4037	Car	10 13 44.3	-70 02 16	217.44	-67.38	290.16	-11.18	  407	 3.33	B8IIIe
154.270417	-61.332222	4050	   	10 17 04.9	-61 19 56	200.08	-62.60	285.48	 -3.80	  322	 3.40	K3IIa
154.933750	+19.470833	4054	Leo	10 19 44.1	+19 28 15	149.70	  8.45	217.12	 54.48	   69	 4.80	F6IV
154.992917	+19.841667	4057	Leo	10 19 58.3	+19 50 30	149.61	  8.81	216.55	 54.65	  130	 2.61	K1-IIIbCN-0.5
154.994167	+19.840278	4058	Leo	10 19 58.6	+19 50 25	149.62	  8.81	216.55	 54.65	  130	 3.80	G7IIICN-I
154.903333	-55.029444	4063	   	10 19 36.8	-55 01 46	191.22	-58.05	282.28	  1.64	  494	 4.57	K3II
155.582083	+41.499444	4069	UMa	10 22 19.7	+41 29 58	141.23	 29.00	177.90	 56.36	  250	 3.05	M0III
156.032500	+65.566389	4072	   	10 24 07.8	+65 33 59	126.21	 50.22	143.54	 45.22	  326	 4.99	A0pSiSr:Hg:
155.230833	-56.043333	4074	   	10 20 55.4	-56 02 36	192.80	-58.66	282.99	  0.89	 1850	 4.50	B3IIIe
155.581250	-41.650000	4080	   	10 22 19.5	-41 39 00	178.40	-47.11	275.25	 13.07	  203	 4.83	K1III
155.742083	-66.901667	4089	   	10 22 58.1	-66 54 06	211.36	-65.24	289.10	 -8.11	  465	 4.99	B8V
156.478333	+33.796111	4090	LMi	10 25 54.8	+33 47 46	145.41	 22.24	191.85	 58.11	  217	 4.74	F0V
156.522500	-16.836389	4094	Hya	10 26 05.4	-16 50 11	165.04	-24.67	259.99	 33.65	  250	 3.79	K4.5III
156.970417	+36.707222	4100	LMi	10 27 52.9	+36 42 26	144.54	 25.07	186.28	 58.28	  148	 4.21	G9IIIab
156.098750	-74.031667	4102	   	10 24 23.7	-74 01 54	228.08	-67.88	293.16	-14.02	   53	 4.00	F2IV
156.787917	-31.067778	4104	Ant	10 27 09.1	-31 04 04	172.44	-37.43	269.88	 22.39	  407	 4.25	K4III
156.851667	-57.638889	4110	   	10 27 24.4	-57 38 20	196.20	-59.17	284.59	  0.01	 5379	 4.66	A9Ia
157.656250	+55.980556	4112	UMa	10 30 37.5	+55 58 50	134.60	 42.52	154.29	 51.70	   42	 4.84	F8V
156.969583	-58.739444	4114	   	10 27 52.7	-58 44 22	197.85	-59.89	285.22	 -0.90	 1470	 3.81	F2II
158.772917	+75.712778	4126	   	10 35 05.5	+75 42 46	116.20	 58.60	133.12	 38.59	  271	 4.84	G8.5III
158.307500	+40.425278	4132	   	10 33 13.8	+40 25 31	143.88	 28.88	178.93	 58.62	  112	 4.75	A7IV
158.202500	 +9.306667	4133	Leo	10 32 48.6	+09 18 24	156.39	  0.15	234.89	 52.77	 2460	 3.85	B1Ib
157.840833	-53.715556	4134	   	10 31 21.8	-53 42 56	191.94	-55.93	283.04	  3.66	   72	 4.89	F6V
157.583333	-71.992778	4138	   	10 30 20.0	-71 59 34	223.39	-66.84	292.41	-12.07	  271	 4.75	A1V
158.005833	-61.685278	4140	   	10 32 01.4	-61 41 07	203.06	-61.45	287.18	 -3.15	  543	 3.32	B4Vne
157.758333	-73.221667	4142	   	10 31 02.0	-73 13 18	226.40	-67.20	293.12	-13.08	  257	 4.93	K4-5III
158.896667	-57.557500	4159	   	10 35 35.2	-57 33 27	197.57	-58.33	285.49	  0.64	  489	 4.45	K3-4II
159.307083	-27.412778	4162	   	10 37 13.7	-27 24 46	172.82	-33.17	269.64	 26.65	  543	 4.89	M2III
159.387917	-13.384444	4163	   	10 37 33.1	-13 23 04	166.29	-20.40	259.97	 38.07	  543	 4.82	C5II
159.680000	+31.976111	4166	LMi	10 38 43.2	+31 58 34	148.84	 21.64	195.30	 60.85	  543	 4.72	G2IIa
159.325000	-48.225833	4167	   	10 37 18.0	-48 13 33	187.39	-51.06	281.06	  8.87	   88	 3.84	F4IV+F3
159.645417	-16.876667	4171	Hya	10 38 34.9	-16 52 36	168.05	-23.50	262.88	 35.46	  232	 4.91	G7.5IIICN-0.5
158.867083	-78.607500	4174	Cha	10 35 28.1	-78 36 27	240.42	-68.08	296.28	-17.53	  465	 4.11	M0III
159.687917	-59.183056	4177	   	10 38 45.1	-59 10 59	200.38	-59.17	286.65	 -0.57	  299	 4.66	K4-5III:
159.826250	-55.603333	4180	   	10 39 18.3	-55 36 12	195.74	-56.57	284.98	  2.59	 1567	 4.28	G2-3Ib
