#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-21T19:08:54 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ614a2d31220564	
#INFO	-out.max=unlimited	
#INFO	queryParameters=25	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-out.add=_RA*-c.eq,_DE*-c.eq
#-sort=_r
#-order=I
#-out.src=V/53A/catalog
#-nav=cat:V/53A&tab:{V/53A/catalog}&key:source=V/53A&HTTPPRM:&&-ref=VIZ614a2d31220564&-out.max=unlimited&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-out.add=_RA*-c.eq,_DE*-c.eq&-sort=_r&-oc.form=dec&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HR&-out=n_HR&-out=Bayer&-out=Const&-out=RA2000&-out=DE2000&-out=ELON&-out=ELAT&-out=Dist&-out=Vmag&-out=SpType&-ignore=Simbad=*&Simbad=Simbad&-file=.&-meta.ucd=0&-meta=0&-usenav=1&-bmark=POST&-out.src=V/53A/catalog
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/53A/catalog
#-out=HR
#-out=n_HR
#-out=Bayer
#-out=Const
#-out=RA2000
#-out=DE2000
#-out=ELON
#-out=ELAT
#-out=Dist
#-out=Vmag
#-out=SpType
#

#RESOURCE=yCat_5053
#Name: V/53A
#Title: Catalogue of the Brightest Stars (Ochsenbein+ 1988)
#Table	V_53A_catalog:
#Name: V/53A/catalog
#Title: The Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ "Bright Star" catalog <V/50>	[ucd=]
#Column	n_HR	(A1)	Simbad column added by the CDS	[ucd=]
#Column	Bayer	(A4)	Greek letter (lettre grecque)	[ucd=]
#Column	Const	(A3)	Constellation (3 characters)	[ucd=]
#Column	RA2000	(A10)	Right Ascension 2000 (hours)	[ucd=pos.eq.ra;meta.main]
#Column	DE2000	(A9)	Declination 2000 (degrees)	[ucd=pos.eq.dec;meta.main]
#Column	ELON	(F6.2)	Ecliptic longitude, J2000	[ucd=]
#Column	ELAT	(F6.2)	Ecliptic latitude, J2000	[ucd=]
#Column	Dist	(I5)	Distance of star in light-years (5)	[ucd=]
#Column	Vmag	(F5.2)	[-1.46/5.03] Visual magnitude (magnitude visuelle)	[ucd=]
#Column	SpType	(a19)	MK Spectral Type	[ucd=]
_RAJ2000	_DEJ2000	HR	n_HR	Bayer	Const	RA2000	DE2000	ELON	ELAT	Dist	Vmag	SpType
128.831667	-58.009167	3414	 	    	   	08 35 19.6	-58 00 33	172.92	-70.44	  232	 4.86	K0III
129.689167	 +3.341389	3418	 	sig 	Hya	08 38 45.4	+03 20 29	131.21	-14.60	  362	 4.43	K2III
129.410833	-42.989167	3426	 	    	   	08 37 38.6	-42 59 21	151.97	-58.26	  723	 4.14	A6II
130.005833	-12.475556	3431	 	    	Hya	08 40 01.4	-12 28 32	136.28	-29.72	  465	 4.98	K4III
129.927083	-29.561111	3433	 	zet 	Pyx	08 39 42.5	-29 33 40	143.32	-45.89	  250	 4.89	G4III
130.025833	-35.308056	3438	 	bet 	Pyx	08 40 06.2	-35 18 29	146.80	-51.16	  407	 3.98	G7Ib-II
130.430000	-15.943333	3441	 	    	Hya	08 41 43.2	-15 56 36	137.96	-32.90	  217	 4.88	G9.5III
130.156667	-46.648611	3445	 	    	   	08 40 37.6	-46 38 55	156.54	-61.15	 8521	 3.81	F3Ia
130.073333	-52.921944	3447	 	omi 	Vel	08 40 17.6	-52 55 19	164.73	-66.28	  543	 3.60	B3IV
130.821250	+21.468333	3449	 	gam 	Cnc	08 43 17.1	+21 28 06	127.54	  3.19	  163	 4.66	A1IV
130.304167	-47.316944	3452	 	    	   	08 41 13.0	-47 19 01	157.47	-61.66	 1012	 4.77	A5II
130.805833	 +3.398611	3454	 	eta 	Hya	08 43 13.4	+03 23 55	132.30	-14.25	  543	 4.30	B3V
130.154167	-59.761111	3457	 	    	   	08 40 37.0	-59 45 40	178.32	-71.04	  911	 4.33	B1.5III
130.918333	 -7.233611	3459	 	    	   	08 43 40.4	-07 14 01	135.54	-24.44	 2265	 4.62	G1Ib
131.170833	+18.154167	3461	 	del 	Cnc	08 44 41.0	+18 09 15	128.72	  0.08	  141	 3.94	K0III-IIIb
130.605833	-53.113889	3467	 	    	   	08 42 25.4	-53 06 50	165.65	-66.22	  543	 4.86	B3IV
130.897917	-33.186389	3468	 	alf 	Pyx	08 43 35.5	-33 11 11	146.50	-48.92	  862	 3.68	B1.5III
131.674167	+28.760000	3475	 	iot 	Cnc	08 46 41.8	+28 45 36	126.35	 10.43	  326	 4.02	G7.5IIIaBa0.1
131.099583	-42.649167	3477	 	    	   	08 44 23.9	-42 38 57	153.69	-57.36	  232	 4.07	G5III
131.693750	 +6.418889	3482	 	eps 	Hya	08 46 46.5	+06 25 08	132.34	-11.10	  135	 3.38	G5III
131.593750	-13.547778	3484	 	    	Hya	08 46 22.5	-13 32 52	138.36	-30.27	  232	 4.32	G8IIIbCN-0.5
131.175833	-54.708333	3485	 	del 	Vel	08 44 42.2	-54 42 30	168.95	-67.20	   81	 1.96	A1V
131.507083	-46.041667	3487	 	    	   	08 46 01.7	-46 02 30	157.50	-60.14	  831	 3.91	A1III
132.107917	 +5.837778	3492	 	 ro 	Hya	08 48 25.9	+05 50 16	132.91	-11.55	  362	 4.37	A0Vn
131.677917	-56.769722	3498	 	    	   	08 46 42.7	-56 46 11	173.30	-68.48	  448	 4.49	B3Vne
132.632917	-27.710000	3518	 	gam 	Pyx	08 50 31.9	-27 42 36	145.47	-43.29	  217	 4.01	K3III
132.448750	-45.307778	3520	 	    	   	08 49 47.7	-45 18 28	157.84	-59.17	  221	 4.93	A2III
133.848333	 +5.945556	3547	 	zet 	Hya	08 55 23.6	+05 56 44	134.58	-10.97	  155	 3.10	G9II-III
133.881250	-27.681944	3556	 	del 	Pyx	08 55 31.5	-27 40 55	146.86	-42.85	  232	 4.89	A3IV
134.801667	+48.041667	3569	 	iot 	UMa	08 59 12.4	+48 02 30	122.80	 29.58	   47	 3.14	A7IV
133.761667	-60.644444	3571	 	    	   	08 55 02.8	-60 38 40	183.69	-70.14	  326	 3.84	B8-9II
134.621667	+11.857778	3572	 	alf 	Cnc	08 58 29.2	+11 51 28	133.64	 -5.08	  181	 4.26	A5m
134.080833	-52.723611	3574	 	    	   	08 56 19.4	-52 43 25	168.90	-64.57	  407	 4.69	B5V
135.636250	+67.629722	3576	 	 ro 	UMa	09 02 32.7	+67 37 47	113.97	 47.95	  296	 4.76	M3III-IIIbCa1
135.159583	+41.782778	3579	 	    	   	09 00 38.3	+41 46 58	125.28	 23.71	   54	 3.97	F5V
134.242917	-59.229444	3582	 	    	   	08 56 58.3	-59 13 46	180.89	-69.08	  804	 4.92	B2IV-V
135.022500	-41.253889	3591	 	    	   	09 00 05.4	-41 15 14	157.04	-54.72	  203	 4.45	G8-K1III+A
135.906250	+47.156667	3594	 	kap 	UMa	09 03 37.5	+47 09 24	123.94	 28.98	  465	 3.60	A1Vn
136.632083	+38.452222	3612	 	    	   	09 06 31.7	+38 27 08	127.54	 20.89	 1223	 4.58	G7Ib-II
136.492917	 +5.092222	3613	 	omg 	Hya	09 05 58.3	+05 05 32	137.39	-11.03	  480	 4.89	K2II-III
136.038333	-47.097778	3614	 	    	   	09 04 09.2	-47 05 52	163.82	-59.32	  326	 3.75	K2III
135.612083	-66.396111	3615	 	alf 	Vol	09 02 26.9	-66 23 46	200.59	-72.20	  125	 4.00	A2-3IVm
137.596250	+67.134444	3616	 	sig2	UMa	09 10 23.1	+67 08 04	115.30	 47.83	   67	 4.81	F6IV
137.217500	+51.604444	3619	 	    	UMa	09 08 52.2	+51 36 16	123.12	 33.45	   95	 4.48	Am
137.729167	+63.513611	3624	 	tau 	UMa	09 10 55.0	+63 30 49	117.60	 44.58	  125	 4.67	Am
137.011667	-25.858333	3628	 	kap 	Pyx	09 08 02.8	-25 51 30	149.39	-40.11	  543	 4.56	K4III
136.998750	-43.432500	3634	 	lam 	Vel	09 07 59.7	-43 25 57	161.19	-55.87	   67	 2.21	K4Ib-II
136.410000	-70.538611	3642	 	    	   	09 05 38.4	-70 32 19	214.25	-73.03	  936	 4.57	B2IVe
136.288750	-72.602778	3643	 	    	   	09 05 09.3	-72 36 10	221.32	-73.28	  465	 4.48	F9II
137.767917	-44.867778	3654	 	    	   	09 11 04.3	-44 52 04	163.40	-56.80	 5232	 5.00	B5Ia
137.741250	-58.966944	3659	 	    	   	09 10 57.9	-58 58 01	183.41	-67.53	  465	 3.45	B2IV-V
139.047083	+54.021667	3662	 	    	UMa	09 16 11.3	+54 01 18	123.31	 36.11	  120	 4.84	A5V
137.819583	-62.317222	3663	 	    	   	09 11 16.7	-62 19 02	190.86	-69.48	  543	 3.98	B3III
138.590833	 +2.314167	3665	 	tet 	Hya	09 14 21.8	+02 18 51	140.29	-13.05	  130	 3.88	B9.5V
138.902917	-38.570000	3682	 	    	   	09 15 36.7	-38 34 12	159.22	-50.94	  232	 4.94	K0III
138.937917	-37.413333	3684	 	    	   	09 15 45.1	-37 24 48	158.41	-49.90	  171	 4.62	F5III
138.300417	-69.717222	3685	 	bet 	Car	09 13 12.1	-69 43 02	211.97	-72.24	  112	 1.69	A2IV
139.710833	+36.802500	3690	 	    	Lyn	09 18 50.6	+36 48 09	130.57	 20.10	  125	 3.82	A3V
139.050833	-57.541111	3696	 	    	   	09 16 12.2	-57 32 28	181.83	-66.07	  543	 4.34	M1III
139.272500	-59.275278	3699	 	iot 	Car	09 17 05.4	-59 16 31	185.33	-67.12	  827	 2.25	A8Ib
140.263333	+34.392500	3705	 	alf 	Lyn	09 21 03.2	+34 23 33	131.84	 17.96	  232	 3.14	K7IIIab
139.942917	-11.975000	3706	 	    	Hya	09 19 46.3	-11 58 30	146.53	-26.15	  326	 4.81	G8III
140.120417	 -9.555833	3709	 	    	Hya	09 20 28.9	-09 33 21	145.81	-23.82	  250	 4.79	G8III-IV+F5V
140.373333	-25.965556	3718	 	tet 	Pyx	09 21 29.6	-25 57 56	153.06	-39.03	  543	 4.72	M1III
140.237917	-62.404722	3728	 	    	   	09 20 57.1	-62 24 17	192.77	-68.59	  232	 4.81	G6III
141.163333	+26.182222	3731	 	kap 	Leo	09 24 39.2	+26 10 56	135.30	 10.43	  217	 4.46	K2III
140.800417	-28.833889	3733	 	lam 	Pyx	09 23 12.1	-28 50 02	155.03	-41.51	  191	 4.68	G8.5IIICN-1.5*
140.528333	-55.010556	3734	 	kap 	Vel	09 22 06.8	-55 00 38	178.89	-63.72	  543	 2.50	B2IV-V
141.896667	 -8.658611	3748	*	alf 	Hya	09 27 35.2	-08 39 31	147.28	-22.38	  181	 1.97	K3II-III
141.826250	-22.343889	3749	 	    	   	09 27 18.3	-22 20 38	152.83	-35.18	  181	 4.68	K3III
144.271667	+81.326389	3751	 	    	   	09 37 05.2	+81 19 35	104.48	 60.69	  182	 4.30	K3III
142.882083	+63.061944	3757	 	    	UMa	09 31 31.7	+63 03 43	120.82	 45.17	   75	 3.67	F0IV
142.286667	 -2.768889	3759	 	tau1	Hya	09 29 08.8	-02 46 08	145.58	-16.70	   56	 4.61	F6V
142.311250	-35.951667	3765	 	eps 	Ant	09 29 14.7	-35 57 06	161.00	-47.35	  354	 4.51	K3IIIa
143.620000	+69.830278	3771	 	    	UMa	09 34 28.8	+69 49 49	116.33	 51.25	  108	 4.57	G4III-IV
142.929583	+22.967778	3773	 	lam 	Leo	09 31 43.1	+22 58 04	137.87	  7.89	  362	 4.31	K5III
143.213750	+51.677222	3775	 	tet 	UMa	09 32 51.3	+51 40 38	127.26	 34.90	   44	 3.18	F6IV
142.986250	+11.299722	3782	 	 xi 	Leo	09 31 56.7	+11 17 59	141.65	 -3.16	  250	 4.97	K0III-IIIb
142.674583	-40.466667	3786	 	psi 	Vel	09 30 41.9	-40 28 00	164.74	-51.16	   61	 3.60	F3IV+F0IV
142.995417	 -1.184722	3787	 	tau2	Hya	09 31 58.9	-01 11 05	145.74	-14.97	  465	 4.57	A3V
143.705833	+52.051389	3799	 	    	UMa	09 34 49.4	+52 03 05	127.43	 35.36	  271	 4.51	A2V
143.555417	+36.397500	3800	 	    	LMi	09 34 13.3	+36 23 51	133.82	 20.75	  181	 4.55	G8.5III
142.805417	-57.034444	3803	 	    	   	09 31 13.3	-57 02 04	184.21	-64.24	  250	 3.13	K5III
143.765833	+39.621389	3809	 	    	   	09 35 03.8	+39 37 17	132.78	 23.83	  232	 4.81	K0III
143.610833	-59.229444	3825	 	    	   	09 34 26.6	-59 13 46	188.74	-65.37	 1280	 4.09	B5II
144.302500	 +6.835833	3827	 	    	Leo	09 37 12.6	+06 50 09	144.32	 -6.96	  232	 5.00	K1IIIv
144.613333	 +4.649167	3834	 	    	   	09 38 27.2	+04 38 57	145.34	 -8.93	  296	 4.68	K3III
144.207083	-49.355000	3836	 	    	   	09 36 49.7	-49 21 18	174.84	-57.96	  108	 4.35	A5IV-V
144.963750	 -1.142778	3845	 	iot 	Hya	09 39 51.3	-01 08 34	147.64	-14.28	  296	 3.91	K2.5III-IIIbBa0.3
145.287500	 +9.892222	3852	 	omi 	Leo	09 41 09.0	+09 53 32	144.25	 -3.76	  135	 3.52	A5V+F6II
144.837500	-61.328056	3856	 	    	   	09 39 21.0	-61 19 41	193.68	-66.19	  232	 4.53	B9IV-V
145.320417	-23.591667	3858	 	    	   	09 41 16.9	-23 35 30	157.04	-35.07	  543	 4.76	B6Ve
145.560000	-23.915556	3862	 	    	   	09 42 14.4	-23 54 56	157.45	-35.28	   48	 4.91	F9IV
146.050417	-27.769444	3871	 	tet 	Ant	09 44 12.1	-27 46 10	159.94	-38.61	  407	 4.79	A8V+F7II-III
146.462500	+23.774167	3873	 	eps 	Leo	09 45 51.0	+23 46 27	140.70	  9.72	  250	 2.98	G1II
146.311667	-62.507778	3884	 	    	   	09 45 14.8	-62 30 28	197.07	-66.31	 2183	 3.69	G5Iab-Ib
147.747083	+59.038611	3888	 	ups 	UMa	09 50 59.3	+59 02 19	126.27	 42.65	  116	 3.81	F2IV
146.775417	-65.071667	3890	 	ups 	Car	09 47 06.1	-65 04 18	202.89	-67.50	  976	 2.96	A8Ib
148.026250	+54.064167	3894	 	phi 	UMa	09 52 06.3	+54 03 51	129.35	 38.26	  465	 4.60	A3IV
147.869167	-14.846667	3903	 	ups1	Hya	09 51 28.6	-14 50 48	155.69	-26.08	  296	 4.11	G7-III-IIIb
148.190833	+26.006944	3905	 	 mu 	Leo	09 52 45.8	+26 00 25	141.43	 12.35	  135	 3.88	K2IIIbCN1Ca1Ba-1
147.919583	-46.547778	3912	 	    	   	09 51 40.7	-46 32 52	175.45	-54.23	 1687	 4.58	G5Ib
148.550833	-25.931944	3919	 	    	   	09 54 12.2	-25 55 55	161.51	-36.01	  362	 4.88	K3III
148.717083	-19.009444	3923	 	    	   	09 54 52.1	-19 00 34	158.34	-29.61	  461	 4.94	M1III
149.215417	-54.567778	3940	 	phi 	Vel	09 56 51.7	-54 34 04	185.95	-59.95	 2244	 3.53	B5Ib
150.052917	 +8.044167	3950	 	 pi 	Leo	10 00 12.7	+08 02 39	149.31	 -3.91	  543	 4.70	M2IIIab
151.280833	-13.064722	3970	 	ups2	Hya	10 05 07.4	-13 03 53	158.32	-23.18	  296	 4.59	B9III-IV
151.857083	+35.244722	3974	 	    	LMi	10 07 25.7	+35 14 41	141.01	 22.10	   93	 4.49	A7V
151.832917	+16.762500	3975	 	eta 	Leo	10 07 19.9	+16 45 45	147.91	  4.87	 1711	 3.41	A0Ib
151.975833	 +9.997500	3980	 	    	Leo	10 07 54.2	+09 59 51	150.41	 -1.42	  296	 4.38	K3.5IIIbFe-I
151.984167	 -0.371667	3981	 	alf 	Sex	10 07 56.2	-00 22 18	154.12	-11.12	  296	 4.50	A0III
152.092917	+11.967222	3982	*	alf 	Leo	10 08 22.3	+11 58 02	149.83	  0.46	   77	 1.35	B7V
152.234167	-51.811111	3990	 	    	   	10 08 56.2	-51 48 40	185.05	-56.69	  672	 4.87	B3IV
152.646667	-12.354167	3994	 	lam 	Hya	10 10 35.2	-12 21 15	159.37	-22.01	  116	 3.61	K0IIICN1
153.683750	-42.121944	4023	 	    	   	10 14 44.1	-42 07 19	177.00	-48.26	  105	 3.85	A2V
154.172083	+23.417222	4031	 	zet 	Leo	10 16 41.3	+23 25 02	147.57	 11.86	  271	 3.41	F0III
154.273750	+42.914444	4033	 	lam 	UMa	10 17 05.7	+42 54 52	139.55	 29.89	  135	 3.45	A2IV
153.434583	-70.037778	4037	 	omg 	Car	10 13 44.3	-70 02 16	217.44	-67.38	  407	 3.33	B8IIIe
154.270417	-61.332222	4050	 	    	   	10 17 04.9	-61 19 56	200.08	-62.60	  322	 3.40	K3IIa
154.933750	+19.470833	4054	 	    	Leo	10 19 44.1	+19 28 15	149.70	  8.45	   69	 4.80	F6IV
154.992917	+19.841667	4057	 	gam1	Leo	10 19 58.3	+19 50 30	149.61	  8.81	  130	 2.61	K1-IIIbCN-0.5
154.994167	+19.840278	4058	 	gam2	Leo	10 19 58.6	+19 50 25	149.62	  8.81	  130	 3.80	G7IIICN-I
154.903333	-55.029444	4063	 	    	   	10 19 36.8	-55 01 46	191.22	-58.05	  494	 4.57	K3II
155.582083	+41.499444	4069	 	 mu 	UMa	10 22 19.7	+41 29 58	141.23	 29.00	  250	 3.05	M0III
156.032500	+65.566389	4072	 	    	   	10 24 07.8	+65 33 59	126.21	 50.22	  326	 4.99	A0pSiSr:Hg:
155.230833	-56.043333	4074	 	    	   	10 20 55.4	-56 02 36	192.80	-58.66	 1850	 4.50	B3IIIe
155.581250	-41.650000	4080	 	    	   	10 22 19.5	-41 39 00	178.40	-47.11	  203	 4.83	K1III
155.742083	-66.901667	4089	 	    	   	10 22 58.1	-66 54 06	211.36	-65.24	  465	 4.99	B8V
156.478333	+33.796111	4090	 	    	LMi	10 25 54.8	+33 47 46	145.41	 22.24	  217	 4.74	F0V
156.522500	-16.836389	4094	 	 mu 	Hya	10 26 05.4	-16 50 11	165.04	-24.67	  250	 3.79	K4.5III
156.970417	+36.707222	4100	 	bet 	LMi	10 27 52.9	+36 42 26	144.54	 25.07	  148	 4.21	G9IIIab
156.098750	-74.031667	4102	 	    	   	10 24 23.7	-74 01 54	228.08	-67.88	   53	 4.00	F2IV
156.787917	-31.067778	4104	 	alf 	Ant	10 27 09.1	-31 04 04	172.44	-37.43	  407	 4.25	K4III
156.851667	-57.638889	4110	 	    	   	10 27 24.4	-57 38 20	196.20	-59.17	 5379	 4.66	A9Ia
157.656250	+55.980556	4112	 	    	UMa	10 30 37.5	+55 58 50	134.60	 42.52	   42	 4.84	F8V
156.969583	-58.739444	4114	 	    	   	10 27 52.7	-58 44 22	197.85	-59.89	 1470	 3.81	F2II
158.772917	+75.712778	4126	 	    	   	10 35 05.5	+75 42 46	116.20	 58.60	  271	 4.84	G8.5III
158.307500	+40.425278	4132	 	    	   	10 33 13.8	+40 25 31	143.88	 28.88	  112	 4.75	A7IV
158.202500	 +9.306667	4133	 	 ro 	Leo	10 32 48.6	+09 18 24	156.39	  0.15	 2460	 3.85	B1Ib
157.840833	-53.715556	4134	 	    	   	10 31 21.8	-53 42 56	191.94	-55.93	   72	 4.89	F6V
157.583333	-71.992778	4138	 	    	   	10 30 20.0	-71 59 34	223.39	-66.84	  271	 4.75	A1V
158.005833	-61.685278	4140	 	    	   	10 32 01.4	-61 41 07	203.06	-61.45	  543	 3.32	B4Vne
157.758333	-73.221667	4142	 	    	   	10 31 02.0	-73 13 18	226.40	-67.20	  257	 4.93	K4-5III
158.896667	-57.557500	4159	 	    	   	10 35 35.2	-57 33 27	197.57	-58.33	  489	 4.45	K3-4II
159.307083	-27.412778	4162	 	    	   	10 37 13.7	-27 24 46	172.82	-33.17	  543	 4.89	M2III
159.387917	-13.384444	4163	 	    	   	10 37 33.1	-13 23 04	166.29	-20.40	  543	 4.82	C5II
159.680000	+31.976111	4166	 	    	LMi	10 38 43.2	+31 58 34	148.84	 21.64	  543	 4.72	G2IIa
159.325000	-48.225833	4167	 	    	   	10 37 18.0	-48 13 33	187.39	-51.06	   88	 3.84	F4IV+F3
159.645417	-16.876667	4171	 	phi3	Hya	10 38 34.9	-16 52 36	168.05	-23.50	  232	 4.91	G7.5IIICN-0.5
158.867083	-78.607500	4174	 	gam 	Cha	10 35 28.1	-78 36 27	240.42	-68.08	  465	 4.11	M0III
159.687917	-59.183056	4177	 	    	   	10 38 45.1	-59 10 59	200.38	-59.17	  299	 4.66	K4-5III:
159.826250	-55.603333	4180	 	    	   	10 39 18.3	-55 36 12	195.74	-56.57	 1567	 4.28	G2-3Ib
160.766667	+69.076111	4181	 	    	   	10 43 04.0	+69 04 34	125.12	 54.11	  465	 5.00	K3III-IIIb
160.558333	-64.466111	4196	 	    	   	10 42 14.0	-64 27 58	209.21	-62.24	  465	 4.82	B4V
160.739167	-64.394444	4199	 	tet 	Car	10 42 57.4	-64 23 40	209.19	-62.14	  465	 2.77	B0Vp
160.883750	-60.566389	4200	 	    	   	10 43 32.1	-60 33 59	203.18	-59.66	  188	 4.58	K4III
161.028750	-63.961111	4205	 	    	   	10 44 06.9	-63 57 40	208.61	-61.78	  543	 4.83	B5Vn
161.692083	-49.420000	4216	 	 mu 	Vel	10 46 46.1	-49 25 12	190.52	-51.09	  116	 2.69	G5III+G2V
161.713333	-64.383333	4222	 	    	   	10 46 51.2	-64 23 00	209.71	-61.79	  465	 4.86	B3IV
162.405833	-16.193611	4232	 	 nu 	Hya	10 49 37.4	-16 11 37	170.37	-21.80	  141	 3.11	K2III
161.444167	-80.540000	4234	 	del2	Cha	10 45 46.6	-80 32 24	245.66	-67.79	  407	 4.46	B2.5IV
163.327500	+34.214722	4247	 	    	LMi	10 53 18.6	+34 12 53	150.88	 24.93	   98	 3.83	K0III-IV
163.494583	+43.190000	4248	 	omg 	UMa	10 53 58.7	+43 11 24	146.52	 33.06	  271	 4.71	A1Vs
163.373333	-58.853333	4257	 	    	   	10 53 29.6	-58 51 12	202.44	-57.57	   98	 3.78	K1III
163.902917	+24.749722	4259	 	    	Leo	10 55 36.7	+24 44 59	155.50	 16.50	  296	 4.50	A1V
164.179167	-37.137778	4273	 	iot 	Ant	10 56 43.0	-37 08 16	183.04	-39.82	  203	 4.60	K1III
164.943333	-18.298889	4287	 	alf 	Crt	10 59 46.4	-18 17 56	173.69	-22.72	  181	 4.07	K0III
165.140000	 +3.617500	4291	 	    	Leo	11 00 33.6	+03 37 03	164.92	 -2.52	  362	 4.84	K1IIICN-0.5
165.038333	-42.225833	4293	 	    	   	11 00 09.2	-42 13 33	187.32	-43.84	  217	 4.39	A3IV
165.186250	 +6.101389	4294	 	    	Leo	11 00 44.7	+06 06 05	164.01	 -0.21	  155	 4.99	A5III
165.460000	+56.382222	4295	*	bet 	UMa	11 01 50.4	+56 22 56	139.43	 45.13	   79	 2.37	A1V
165.456667	 -2.484444	4299	 	    	Leo	11 01 49.6	-02 29 04	167.58	 -8.02	  543	 4.75	M0III
165.582083	+20.179722	4300	 	    	Leo	11 02 19.7	+20 10 47	158.85	 12.92	  125	 4.42	A1m
165.931667	+61.750833	4301	*	alf 	UMa	11 03 43.6	+61 45 03	135.20	 49.68	  125	 1.79	K0IIIa
166.254167	 +7.336111	4310	 	chi 	Leo	11 05 01.0	+07 20 10	164.51	  1.34	   95	 4.63	F2III-IVv
166.332917	-27.293333	4314	 	chi1	Hya	11 05 19.9	-27 17 36	179.32	-30.28	  148	 4.94	F3IV
166.635000	-62.423889	4325	 	    	   	11 06 32.4	-62 25 26	209.46	-58.85	  407	 4.61	G8III
167.415417	+44.498333	4335	 	psi 	UMa	11 09 39.7	+44 29 54	148.81	 35.54	  148	 3.01	K1III
167.147083	-58.975000	4337	 	    	   	11 08 35.3	-58 58 30	205.13	-56.29	 4393	 3.83	G40-Ia
167.914167	-22.825833	4343	 	bet 	Crt	11 11 39.4	-22 49 33	178.55	-25.64	  271	 4.48	A2III
168.150000	-60.317500	4352	 	    	   	11 12 36.0	-60 19 03	207.50	-56.88	 4196	 4.62	A6Iae
168.526667	+20.523611	4357	 	del 	Leo	11 14 06.4	+20 31 25	161.32	 14.33	   58	 2.56	A4V
168.559583	+15.429444	4359	 	tet 	Leo	11 14 14.3	+15 25 46	163.42	  9.67	  181	 3.35	A2V
168.800833	+23.095556	4362	 	    	Leo	11 15 12.2	+23 05 44	160.48	 16.79	  866	 4.63	M3IIb
169.165000	 -3.651667	4368	 	phi 	Leo	11 16 39.6	-03 39 06	171.48	 -7.65	  203	 4.47	A7IVn
169.545417	+31.529167	4374	 	 xi 	UMa	11 18 10.9	+31 31 45	157.34	 24.72	   25	 4.87	G0V
169.545417	+31.529167	4375	 	 xi 	UMa	11 18 10.9	+31 31 45	157.34	 24.72	   25	 4.41	G0V
169.619583	+33.094167	4377	 	 nu 	UMa	11 18 28.7	+33 05 39	156.65	 26.16	  465	 3.49	K3IIIBa0.3
169.782500	+38.185556	4380	 	    	UMa	11 19 07.8	+38 11 08	154.21	 30.78	  191	 4.79	A2V
169.835000	-14.778611	4382	 	del 	Crt	11 19 20.4	-14 46 43	176.69	-17.57	  203	 3.56	G8III-IV
170.283750	 +6.029444	4386	 	sig 	Leo	11 21 08.1	+06 01 46	168.71	  1.70	  217	 4.05	B9.5Vs
170.251667	-54.490833	4390	 	 pi 	Cen	11 21 00.4	-54 29 27	202.20	-51.81	  326	 3.90	B5Vn
170.706250	+43.482778	4392	 	    	UMa	11 22 49.5	+43 28 58	151.97	 35.78	  543	 5.03	G7.5IIIa:Ba0.3
170.802083	-36.165000	4396	 	    	   	11 23 12.5	-36 09 54	188.31	-36.35	  381	 5.00	K6III
170.980833	+10.529167	4399	 	iot 	Leo	11 23 55.4	+10 31 45	167.57	  6.10	   79	 3.94	F4IV
171.152083	-10.859444	4402	 	eps 	Crt	11 24 36.5	-10 51 34	176.25	-13.47	  407	 4.83	K5III
171.220000	-17.684167	4405	 	gam 	Crt	11 24 52.8	-17 41 03	179.23	-19.67	   85	 4.08	A5V
171.984167	 +2.856111	4418	 	tau 	Leo	11 27 56.2	+02 51 22	171.51	 -0.55	  418	 4.91	G8II-III
172.578333	 -3.003611	4432	 	    	Leo	11 30 18.8	-03 00 13	174.38	 -5.70	  259	 4.77	K3.5III-IIIbFe-1
172.850833	+69.331111	4434	 	lam 	Dra	11 31 24.2	+69 19 52	130.33	 57.24	  362	 3.85	M0IIICa-I
173.250417	-31.857500	4450	 	 xi 	Hya	11 33 00.1	-31 51 27	187.99	-31.60	  130	 3.54	G7III
173.690000	-54.264167	4460	 	    	   	11 34 45.6	-54 15 51	204.45	-50.38	  465	 4.62	B9Ve
173.945000	-63.019722	4467	 	lam 	Cen	11 35 46.8	-63 01 11	214.54	-56.79	  465	 3.13	B9III
174.170000	 -9.802222	4468	 	tet 	Crt	11 36 40.8	-09 48 08	178.59	-11.30	  326	 4.70	B9.5Vn
174.237083	 -0.823889	4471	 	ups 	Leo	11 36 56.9	-00 49 26	175.04	 -3.05	  181	 4.30	G8.5IIICN-0.5
